rok,kraj_nuts_kod,kraj_nazev,pohlavi,vekova_kategorie,alzheimerova_nemoc,pocet_pacientu
2010,CZ010,Hl. m. Praha,Z,50–59,false,90
2010,CZ010,Hl. m. Praha,M,50–59,false,89
2010,CZ010,Hl. m. Praha,M,50–59,true,61
2010,CZ010,Hl. m. Praha,Z,50–59,true,75
2010,CZ020,Středočeský kraj,Z,50–59,true,76
2010,CZ020,Středočeský kraj,Z,50–59,false,78
2010,CZ020,Středočeský kraj,M,50–59,false,100
2010,CZ020,Středočeský kraj,M,50–59,true,59
2010,CZ031,Jihočeský kraj,M,50–59,false,50
2010,CZ031,Jihočeský kraj,Z,50–59,true,40
2010,CZ031,Jihočeský kraj,M,50–59,true,31
2010,CZ031,Jihočeský kraj,Z,50–59,false,44
2010,CZ032,Plzeňský kraj,Z,50–59,false,24
2010,CZ032,Plzeňský kraj,M,50–59,false,35
2010,CZ032,Plzeňský kraj,M,50–59,true,16
2010,CZ032,Plzeňský kraj,Z,50–59,true,16
2010,CZ041,Karlovarský kraj,M,50–59,false,20
2010,CZ041,Karlovarský kraj,M,50–59,true,14
2010,CZ041,Karlovarský kraj,Z,50–59,false,15
2010,CZ041,Karlovarský kraj,Z,50–59,true,8
2010,CZ042,Ústecký kraj,M,50–59,true,35
2010,CZ042,Ústecký kraj,M,50–59,false,75
2010,CZ042,Ústecký kraj,Z,50–59,false,51
2010,CZ042,Ústecký kraj,Z,50–59,true,44
2010,CZ051,Liberecký kraj,Z,50–59,false,27
2010,CZ051,Liberecký kraj,Z,50–59,true,21
2010,CZ051,Liberecký kraj,M,50–59,true,10
2010,CZ051,Liberecký kraj,M,50–59,false,35
2010,CZ052,Královéhradecký kraj,M,50–59,true,22
2010,CZ052,Královéhradecký kraj,Z,50–59,false,28
2010,CZ052,Královéhradecký kraj,Z,50–59,true,20
2010,CZ052,Královéhradecký kraj,M,50–59,false,45
2010,CZ053,Pardubický kraj,M,50–59,true,25
2010,CZ053,Pardubický kraj,Z,50–59,true,30
2010,CZ053,Pardubický kraj,Z,50–59,false,36
2010,CZ053,Pardubický kraj,M,50–59,false,50
2010,CZ063,Vysočina,M,50–59,false,33
2010,CZ063,Vysočina,Z,50–59,false,28
2010,CZ063,Vysočina,M,50–59,true,19
2010,CZ063,Vysočina,Z,50–59,true,22
2010,CZ064,Jihomoravský kraj,M,50–59,false,125
2010,CZ064,Jihomoravský kraj,M,50–59,true,36
2010,CZ064,Jihomoravský kraj,Z,50–59,false,85
2010,CZ064,Jihomoravský kraj,Z,50–59,true,54
2010,CZ071,Olomoucký kraj,Z,50–59,false,62
2010,CZ071,Olomoucký kraj,M,50–59,false,60
2010,CZ071,Olomoucký kraj,M,50–59,true,28
2010,CZ071,Olomoucký kraj,Z,50–59,true,45
2010,CZ072,Zlínský kraj,M,50–59,false,38
2010,CZ072,Zlínský kraj,M,50–59,true,27
2010,CZ072,Zlínský kraj,Z,50–59,true,32
2010,CZ072,Zlínský kraj,Z,50–59,false,36
2010,CZ080,Moravskoslezský kraj,Z,50–59,true,48
2010,CZ080,Moravskoslezský kraj,M,50–59,false,189
2010,CZ080,Moravskoslezský kraj,M,50–59,true,46
2010,CZ080,Moravskoslezský kraj,Z,50–59,false,97
2010,CZ999,Neznámý,M,50–59,false,35
2010,CZ999,Neznámý,M,50–59,true,14
2010,CZ999,Neznámý,Z,50–59,false,19
2010,CZ999,Neznámý,Z,50–59,true,9
2010,CZ010,Hl. m. Praha,M,60–69,true,178
2010,CZ010,Hl. m. Praha,M,60–69,false,240
2010,CZ010,Hl. m. Praha,Z,60–69,true,239
2010,CZ010,Hl. m. Praha,Z,60–69,false,171
2010,CZ020,Středočeský kraj,Z,60–69,false,156
2010,CZ020,Středočeský kraj,M,60–69,false,226
2010,CZ020,Středočeský kraj,Z,60–69,true,191
2010,CZ020,Středočeský kraj,M,60–69,true,179
2010,CZ031,Jihočeský kraj,M,60–69,false,97
2010,CZ031,Jihočeský kraj,Z,60–69,true,101
2010,CZ031,Jihočeský kraj,M,60–69,true,65
2010,CZ031,Jihočeský kraj,Z,60–69,false,96
2010,CZ032,Plzeňský kraj,M,60–69,false,82
2010,CZ032,Plzeňský kraj,Z,60–69,false,61
2010,CZ032,Plzeňský kraj,Z,60–69,true,78
2010,CZ032,Plzeňský kraj,M,60–69,true,58
2010,CZ041,Karlovarský kraj,M,60–69,false,63
2010,CZ041,Karlovarský kraj,M,60–69,true,39
2010,CZ041,Karlovarský kraj,Z,60–69,false,44
2010,CZ041,Karlovarský kraj,Z,60–69,true,51
2010,CZ042,Ústecký kraj,M,60–69,false,182
2010,CZ042,Ústecký kraj,Z,60–69,false,121
2010,CZ042,Ústecký kraj,M,60–69,true,132
2010,CZ042,Ústecký kraj,Z,60–69,true,174
2010,CZ051,Liberecký kraj,Z,60–69,false,74
2010,CZ051,Liberecký kraj,Z,60–69,true,59
2010,CZ051,Liberecký kraj,M,60–69,false,93
2010,CZ051,Liberecký kraj,M,60–69,true,45
2010,CZ052,Královéhradecký kraj,Z,60–69,true,78
2010,CZ052,Královéhradecký kraj,Z,60–69,false,61
2010,CZ052,Královéhradecký kraj,M,60–69,false,99
2010,CZ052,Královéhradecký kraj,M,60–69,true,64
2010,CZ053,Pardubický kraj,Z,60–69,false,68
2010,CZ053,Pardubický kraj,Z,60–69,true,93
2010,CZ053,Pardubický kraj,M,60–69,false,90
2010,CZ053,Pardubický kraj,M,60–69,true,74
2010,CZ063,Vysočina,M,60–69,false,69
2010,CZ063,Vysočina,M,60–69,true,59
2010,CZ063,Vysočina,Z,60–69,false,59
2010,CZ063,Vysočina,Z,60–69,true,100
2010,CZ064,Jihomoravský kraj,Z,60–69,false,190
2010,CZ064,Jihomoravský kraj,Z,60–69,true,195
2010,CZ064,Jihomoravský kraj,M,60–69,false,222
2010,CZ064,Jihomoravský kraj,M,60–69,true,167
2010,CZ071,Olomoucký kraj,M,60–69,true,82
2010,CZ071,Olomoucký kraj,Z,60–69,true,127
2010,CZ071,Olomoucký kraj,M,60–69,false,126
2010,CZ071,Olomoucký kraj,Z,60–69,false,99
2010,CZ072,Zlínský kraj,M,60–69,true,97
2010,CZ072,Zlínský kraj,Z,60–69,false,80
2010,CZ072,Zlínský kraj,M,60–69,false,105
2010,CZ072,Zlínský kraj,Z,60–69,true,99
2010,CZ080,Moravskoslezský kraj,Z,60–69,false,255
2010,CZ080,Moravskoslezský kraj,Z,60–69,true,177
2010,CZ080,Moravskoslezský kraj,M,60–69,false,379
2010,CZ080,Moravskoslezský kraj,M,60–69,true,143
2010,CZ999,Neznámý,Z,60–69,false,64
2010,CZ999,Neznámý,M,60–69,true,68
2010,CZ999,Neznámý,Z,60–69,true,58
2010,CZ999,Neznámý,M,60–69,false,122
2010,CZ010,Hl. m. Praha,Z,70–79,true,693
2010,CZ010,Hl. m. Praha,M,70–79,true,477
2010,CZ010,Hl. m. Praha,M,70–79,false,343
2010,CZ010,Hl. m. Praha,Z,70–79,false,468
2010,CZ020,Středočeský kraj,Z,70–79,true,627
2010,CZ020,Středočeský kraj,M,70–79,true,313
2010,CZ020,Středočeský kraj,Z,70–79,false,443
2010,CZ020,Středočeský kraj,M,70–79,false,311
2010,CZ031,Jihočeský kraj,Z,70–79,false,295
2010,CZ031,Jihočeský kraj,M,70–79,true,185
2010,CZ031,Jihočeský kraj,M,70–79,false,163
2010,CZ031,Jihočeský kraj,Z,70–79,true,412
2010,CZ032,Plzeňský kraj,M,70–79,false,147
2010,CZ032,Plzeňský kraj,M,70–79,true,156
2010,CZ032,Plzeňský kraj,Z,70–79,false,197
2010,CZ032,Plzeňský kraj,Z,70–79,true,259
2010,CZ041,Karlovarský kraj,Z,70–79,false,119
2010,CZ041,Karlovarský kraj,M,70–79,false,105
2010,CZ041,Karlovarský kraj,M,70–79,true,78
2010,CZ041,Karlovarský kraj,Z,70–79,true,186
2010,CZ042,Ústecký kraj,M,70–79,false,228
2010,CZ042,Ústecký kraj,M,70–79,true,243
2010,CZ042,Ústecký kraj,Z,70–79,false,346
2010,CZ042,Ústecký kraj,Z,70–79,true,513
2010,CZ051,Liberecký kraj,M,70–79,true,108
2010,CZ051,Liberecký kraj,Z,70–79,false,196
2010,CZ051,Liberecký kraj,Z,70–79,true,176
2010,CZ051,Liberecký kraj,M,70–79,false,149
2010,CZ052,Královéhradecký kraj,M,70–79,false,141
2010,CZ052,Královéhradecký kraj,Z,70–79,true,256
2010,CZ052,Královéhradecký kraj,M,70–79,true,144
2010,CZ052,Královéhradecký kraj,Z,70–79,false,214
2010,CZ053,Pardubický kraj,Z,70–79,true,369
2010,CZ053,Pardubický kraj,Z,70–79,false,208
2010,CZ053,Pardubický kraj,M,70–79,true,198
2010,CZ053,Pardubický kraj,M,70–79,false,115
2010,CZ063,Vysočina,M,70–79,true,182
2010,CZ063,Vysočina,Z,70–79,false,214
2010,CZ063,Vysočina,M,70–79,false,176
2010,CZ063,Vysočina,Z,70–79,true,375
2010,CZ064,Jihomoravský kraj,Z,70–79,false,572
2010,CZ064,Jihomoravský kraj,M,70–79,false,408
2010,CZ064,Jihomoravský kraj,Z,70–79,true,697
2010,CZ064,Jihomoravský kraj,M,70–79,true,366
2010,CZ071,Olomoucký kraj,M,70–79,false,206
2010,CZ071,Olomoucký kraj,Z,70–79,false,293
2010,CZ071,Olomoucký kraj,Z,70–79,true,388
2010,CZ071,Olomoucký kraj,M,70–79,true,178
2010,CZ072,Zlínský kraj,Z,70–79,true,433
2010,CZ072,Zlínský kraj,M,70–79,true,207
2010,CZ072,Zlínský kraj,Z,70–79,false,298
2010,CZ072,Zlínský kraj,M,70–79,false,197
2010,CZ080,Moravskoslezský kraj,M,70–79,false,498
2010,CZ080,Moravskoslezský kraj,Z,70–79,false,771
2010,CZ080,Moravskoslezský kraj,Z,70–79,true,535
2010,CZ080,Moravskoslezský kraj,M,70–79,true,252
2010,CZ999,Neznámý,M,70–79,false,247
2010,CZ999,Neznámý,Z,70–79,false,294
2010,CZ999,Neznámý,Z,70–79,true,393
2010,CZ999,Neznámý,M,70–79,true,219
2010,CZ010,Hl. m. Praha,Z,80–89,true,1497
2010,CZ010,Hl. m. Praha,Z,80–89,false,1703
2010,CZ010,Hl. m. Praha,M,80–89,false,675
2010,CZ010,Hl. m. Praha,M,80–89,true,633
2010,CZ020,Středočeský kraj,M,80–89,false,440
2010,CZ020,Středočeský kraj,Z,80–89,true,956
2010,CZ020,Středočeský kraj,Z,80–89,false,1113
2010,CZ020,Středočeský kraj,M,80–89,true,349
2010,CZ031,Jihočeský kraj,Z,80–89,true,537
2010,CZ031,Jihočeský kraj,M,80–89,false,245
2010,CZ031,Jihočeský kraj,M,80–89,true,222
2010,CZ031,Jihočeský kraj,Z,80–89,false,679
2010,CZ032,Plzeňský kraj,Z,80–89,false,522
2010,CZ032,Plzeňský kraj,Z,80–89,true,416
2010,CZ032,Plzeňský kraj,M,80–89,false,213
2010,CZ032,Plzeňský kraj,M,80–89,true,140
2010,CZ041,Karlovarský kraj,Z,80–89,false,249
2010,CZ041,Karlovarský kraj,Z,80–89,true,271
2010,CZ041,Karlovarský kraj,M,80–89,true,89
2010,CZ041,Karlovarský kraj,M,80–89,false,108
2010,CZ042,Ústecký kraj,Z,80–89,true,799
2010,CZ042,Ústecký kraj,M,80–89,false,255
2010,CZ042,Ústecký kraj,M,80–89,true,241
2010,CZ042,Ústecký kraj,Z,80–89,false,708
2010,CZ051,Liberecký kraj,M,80–89,true,92
2010,CZ051,Liberecký kraj,M,80–89,false,179
2010,CZ051,Liberecký kraj,Z,80–89,false,506
2010,CZ051,Liberecký kraj,Z,80–89,true,319
2010,CZ052,Královéhradecký kraj,M,80–89,false,201
2010,CZ052,Královéhradecký kraj,Z,80–89,true,358
2010,CZ052,Královéhradecký kraj,M,80–89,true,141
2010,CZ052,Královéhradecký kraj,Z,80–89,false,587
2010,CZ053,Pardubický kraj,M,80–89,true,216
2010,CZ053,Pardubický kraj,M,80–89,false,165
2010,CZ053,Pardubický kraj,Z,80–89,true,576
2010,CZ053,Pardubický kraj,Z,80–89,false,444
2010,CZ063,Vysočina,Z,80–89,true,592
2010,CZ063,Vysočina,Z,80–89,false,582
2010,CZ063,Vysočina,M,80–89,false,221
2010,CZ063,Vysočina,M,80–89,true,191
2010,CZ064,Jihomoravský kraj,Z,80–89,true,1022
2010,CZ064,Jihomoravský kraj,M,80–89,false,548
2010,CZ064,Jihomoravský kraj,M,80–89,true,379
2010,CZ064,Jihomoravský kraj,Z,80–89,false,1525
2010,CZ071,Olomoucký kraj,M,80–89,true,192
2010,CZ071,Olomoucký kraj,M,80–89,false,263
2010,CZ071,Olomoucký kraj,Z,80–89,false,835
2010,CZ071,Olomoucký kraj,Z,80–89,true,565
2010,CZ072,Zlínský kraj,M,80–89,true,226
2010,CZ072,Zlínský kraj,M,80–89,false,228
2010,CZ072,Zlínský kraj,Z,80–89,false,685
2010,CZ072,Zlínský kraj,Z,80–89,true,572
2010,CZ080,Moravskoslezský kraj,M,80–89,true,264
2010,CZ080,Moravskoslezský kraj,Z,80–89,true,739
2010,CZ080,Moravskoslezský kraj,Z,80–89,false,1818
2010,CZ080,Moravskoslezský kraj,M,80–89,false,574
2010,CZ999,Neznámý,M,80–89,true,231
2010,CZ999,Neznámý,Z,80–89,false,897
2010,CZ999,Neznámý,Z,80–89,true,657
2010,CZ999,Neznámý,M,80–89,false,324
2010,CZ010,Hl. m. Praha,M,90+,true,58
2010,CZ010,Hl. m. Praha,Z,90+,false,659
2010,CZ010,Hl. m. Praha,Z,90+,true,223
2010,CZ010,Hl. m. Praha,M,90+,false,149
2010,CZ020,Středočeský kraj,M,90+,false,67
2010,CZ020,Středočeský kraj,M,90+,true,29
2010,CZ020,Středočeský kraj,Z,90+,false,291
2010,CZ020,Středočeský kraj,Z,90+,true,137
2010,CZ031,Jihočeský kraj,Z,90+,false,165
2010,CZ031,Jihočeský kraj,Z,90+,true,64
2010,CZ031,Jihočeský kraj,M,90+,true,17
2010,CZ031,Jihočeský kraj,M,90+,false,28
2010,CZ032,Plzeňský kraj,M,90+,false,20
2010,CZ032,Plzeňský kraj,M,90+,true,15
2010,CZ032,Plzeňský kraj,Z,90+,false,128
2010,CZ032,Plzeňský kraj,Z,90+,true,40
2010,CZ041,Karlovarský kraj,Z,90+,true,30
2010,CZ041,Karlovarský kraj,Z,90+,false,56
2010,CZ041,Karlovarský kraj,M,90+,false,19
2010,CZ041,Karlovarský kraj,M,90+,true,5
2010,CZ042,Ústecký kraj,Z,90+,false,176
2010,CZ042,Ústecký kraj,M,90+,true,27
2010,CZ042,Ústecký kraj,Z,90+,true,124
2010,CZ042,Ústecký kraj,M,90+,false,38
2010,CZ051,Liberecký kraj,M,90+,true,8
2010,CZ051,Liberecký kraj,Z,90+,true,33
2010,CZ051,Liberecký kraj,M,90+,false,32
2010,CZ051,Liberecký kraj,Z,90+,false,102
2010,CZ052,Královéhradecký kraj,M,90+,true,5
2010,CZ052,Královéhradecký kraj,Z,90+,true,47
2010,CZ052,Královéhradecký kraj,Z,90+,false,147
2010,CZ052,Královéhradecký kraj,M,90+,false,36
2010,CZ053,Pardubický kraj,M,90+,false,23
2010,CZ053,Pardubický kraj,M,90+,true,23
2010,CZ053,Pardubický kraj,Z,90+,true,87
2010,CZ053,Pardubický kraj,Z,90+,false,95
2010,CZ063,Vysočina,Z,90+,true,97
2010,CZ063,Vysočina,Z,90+,false,146
2010,CZ063,Vysočina,M,90+,false,42
2010,CZ063,Vysočina,M,90+,true,24
2010,CZ064,Jihomoravský kraj,Z,90+,true,102
2010,CZ064,Jihomoravský kraj,M,90+,true,37
2010,CZ064,Jihomoravský kraj,Z,90+,false,434
2010,CZ064,Jihomoravský kraj,M,90+,false,104
2010,CZ071,Olomoucký kraj,M,90+,false,52
2010,CZ071,Olomoucký kraj,Z,90+,false,229
2010,CZ071,Olomoucký kraj,Z,90+,true,72
2010,CZ071,Olomoucký kraj,M,90+,true,20
2010,CZ072,Zlínský kraj,Z,90+,false,188
2010,CZ072,Zlínský kraj,Z,90+,true,86
2010,CZ072,Zlínský kraj,M,90+,true,19
2010,CZ072,Zlínský kraj,M,90+,false,46
2010,CZ080,Moravskoslezský kraj,M,90+,true,15
2010,CZ080,Moravskoslezský kraj,Z,90+,true,88
2010,CZ080,Moravskoslezský kraj,M,90+,false,79
2010,CZ080,Moravskoslezský kraj,Z,90+,false,502
2010,CZ999,Neznámý,M,90+,true,15
2010,CZ999,Neznámý,Z,90+,false,239
2010,CZ999,Neznámý,M,90+,false,53
2010,CZ999,Neznámý,Z,90+,true,98
2011,CZ010,Hl. m. Praha,M,50–59,false,96
2011,CZ010,Hl. m. Praha,M,50–59,true,53
2011,CZ010,Hl. m. Praha,Z,50–59,false,86
2011,CZ010,Hl. m. Praha,Z,50–59,true,67
2011,CZ020,Středočeský kraj,M,50–59,false,109
2011,CZ020,Středočeský kraj,Z,50–59,false,78
2011,CZ020,Středočeský kraj,Z,50–59,true,63
2011,CZ020,Středočeský kraj,M,50–59,true,47
2011,CZ031,Jihočeský kraj,M,50–59,false,44
2011,CZ031,Jihočeský kraj,M,50–59,true,27
2011,CZ031,Jihočeský kraj,Z,50–59,false,49
2011,CZ031,Jihočeský kraj,Z,50–59,true,31
2011,CZ032,Plzeňský kraj,M,50–59,false,33
2011,CZ032,Plzeňský kraj,Z,50–59,true,22
2011,CZ032,Plzeňský kraj,M,50–59,true,17
2011,CZ032,Plzeňský kraj,Z,50–59,false,18
2011,CZ041,Karlovarský kraj,Z,50–59,true,10
2011,CZ041,Karlovarský kraj,M,50–59,false,24
2011,CZ041,Karlovarský kraj,Z,50–59,false,21
2011,CZ041,Karlovarský kraj,M,50–59,true,13
2011,CZ042,Ústecký kraj,M,50–59,true,43
2011,CZ042,Ústecký kraj,Z,50–59,true,56
2011,CZ042,Ústecký kraj,M,50–59,false,83
2011,CZ042,Ústecký kraj,Z,50–59,false,56
2011,CZ051,Liberecký kraj,M,50–59,true,12
2011,CZ051,Liberecký kraj,Z,50–59,false,38
2011,CZ051,Liberecký kraj,Z,50–59,true,14
2011,CZ051,Liberecký kraj,M,50–59,false,50
2011,CZ052,Královéhradecký kraj,M,50–59,true,24
2011,CZ052,Královéhradecký kraj,Z,50–59,true,28
2011,CZ052,Královéhradecký kraj,M,50–59,false,43
2011,CZ052,Královéhradecký kraj,Z,50–59,false,39
2011,CZ053,Pardubický kraj,M,50–59,false,54
2011,CZ053,Pardubický kraj,M,50–59,true,37
2011,CZ053,Pardubický kraj,Z,50–59,true,33
2011,CZ053,Pardubický kraj,Z,50–59,false,32
2011,CZ063,Vysočina,M,50–59,true,18
2011,CZ063,Vysočina,Z,50–59,false,35
2011,CZ063,Vysočina,Z,50–59,true,20
2011,CZ063,Vysočina,M,50–59,false,45
2011,CZ064,Jihomoravský kraj,Z,50–59,true,71
2011,CZ064,Jihomoravský kraj,M,50–59,false,103
2011,CZ064,Jihomoravský kraj,M,50–59,true,41
2011,CZ064,Jihomoravský kraj,Z,50–59,false,73
2011,CZ071,Olomoucký kraj,M,50–59,true,22
2011,CZ071,Olomoucký kraj,Z,50–59,false,53
2011,CZ071,Olomoucký kraj,Z,50–59,true,40
2011,CZ071,Olomoucký kraj,M,50–59,false,73
2011,CZ072,Zlínský kraj,M,50–59,true,21
2011,CZ072,Zlínský kraj,Z,50–59,false,38
2011,CZ072,Zlínský kraj,M,50–59,false,55
2011,CZ072,Zlínský kraj,Z,50–59,true,32
2011,CZ080,Moravskoslezský kraj,Z,50–59,false,108
2011,CZ080,Moravskoslezský kraj,M,50–59,true,52
2011,CZ080,Moravskoslezský kraj,Z,50–59,true,54
2011,CZ080,Moravskoslezský kraj,M,50–59,false,213
2011,CZ999,Neznámý,Z,50–59,false,21
2011,CZ999,Neznámý,Z,50–59,true,10
2011,CZ999,Neznámý,M,50–59,true,14
2011,CZ999,Neznámý,M,50–59,false,42
2011,CZ010,Hl. m. Praha,Z,60–69,true,261
2011,CZ010,Hl. m. Praha,M,60–69,false,221
2011,CZ010,Hl. m. Praha,Z,60–69,false,197
2011,CZ010,Hl. m. Praha,M,60–69,true,201
2011,CZ020,Středočeský kraj,Z,60–69,false,192
2011,CZ020,Středočeský kraj,M,60–69,true,208
2011,CZ020,Středočeský kraj,Z,60–69,true,214
2011,CZ020,Středočeský kraj,M,60–69,false,221
2011,CZ031,Jihočeský kraj,M,60–69,false,118
2011,CZ031,Jihočeský kraj,Z,60–69,false,95
2011,CZ031,Jihočeský kraj,Z,60–69,true,110
2011,CZ031,Jihočeský kraj,M,60–69,true,88
2011,CZ032,Plzeňský kraj,Z,60–69,true,100
2011,CZ032,Plzeňský kraj,M,60–69,false,78
2011,CZ032,Plzeňský kraj,M,60–69,true,72
2011,CZ032,Plzeňský kraj,Z,60–69,false,49
2011,CZ041,Karlovarský kraj,M,60–69,false,49
2011,CZ041,Karlovarský kraj,M,60–69,true,39
2011,CZ041,Karlovarský kraj,Z,60–69,false,32
2011,CZ041,Karlovarský kraj,Z,60–69,true,44
2011,CZ042,Ústecký kraj,M,60–69,true,170
2011,CZ042,Ústecký kraj,M,60–69,false,178
2011,CZ042,Ústecký kraj,Z,60–69,false,142
2011,CZ042,Ústecký kraj,Z,60–69,true,184
2011,CZ051,Liberecký kraj,M,60–69,false,101
2011,CZ051,Liberecký kraj,Z,60–69,true,65
2011,CZ051,Liberecký kraj,M,60–69,true,62
2011,CZ051,Liberecký kraj,Z,60–69,false,85
2011,CZ052,Královéhradecký kraj,M,60–69,false,124
2011,CZ052,Královéhradecký kraj,M,60–69,true,84
2011,CZ052,Královéhradecký kraj,Z,60–69,false,81
2011,CZ052,Královéhradecký kraj,Z,60–69,true,100
2011,CZ053,Pardubický kraj,Z,60–69,true,130
2011,CZ053,Pardubický kraj,M,60–69,false,99
2011,CZ053,Pardubický kraj,M,60–69,true,93
2011,CZ053,Pardubický kraj,Z,60–69,false,80
2011,CZ063,Vysočina,M,60–69,false,91
2011,CZ063,Vysočina,Z,60–69,true,106
2011,CZ063,Vysočina,M,60–69,true,77
2011,CZ063,Vysočina,Z,60–69,false,80
2011,CZ064,Jihomoravský kraj,Z,60–69,true,208
2011,CZ064,Jihomoravský kraj,M,60–69,false,230
2011,CZ064,Jihomoravský kraj,M,60–69,true,197
2011,CZ064,Jihomoravský kraj,Z,60–69,false,169
2011,CZ071,Olomoucký kraj,Z,60–69,true,128
2011,CZ071,Olomoucký kraj,M,60–69,true,103
2011,CZ071,Olomoucký kraj,M,60–69,false,146
2011,CZ071,Olomoucký kraj,Z,60–69,false,95
2011,CZ072,Zlínský kraj,M,60–69,false,102
2011,CZ072,Zlínský kraj,Z,60–69,false,89
2011,CZ072,Zlínský kraj,M,60–69,true,85
2011,CZ072,Zlínský kraj,Z,60–69,true,113
2011,CZ080,Moravskoslezský kraj,M,60–69,true,153
2011,CZ080,Moravskoslezský kraj,Z,60–69,true,185
2011,CZ080,Moravskoslezský kraj,Z,60–69,false,293
2011,CZ080,Moravskoslezský kraj,M,60–69,false,385
2011,CZ999,Neznámý,Z,60–69,false,72
2011,CZ999,Neznámý,Z,60–69,true,70
2011,CZ999,Neznámý,M,60–69,true,67
2011,CZ999,Neznámý,M,60–69,false,121
2011,CZ010,Hl. m. Praha,M,70–79,true,538
2011,CZ010,Hl. m. Praha,Z,70–79,true,752
2011,CZ010,Hl. m. Praha,M,70–79,false,348
2011,CZ010,Hl. m. Praha,Z,70–79,false,460
2011,CZ020,Středočeský kraj,Z,70–79,false,435
2011,CZ020,Středočeský kraj,M,70–79,false,348
2011,CZ020,Středočeský kraj,M,70–79,true,371
2011,CZ020,Středočeský kraj,Z,70–79,true,692
2011,CZ031,Jihočeský kraj,Z,70–79,true,434
2011,CZ031,Jihočeský kraj,Z,70–79,false,250
2011,CZ031,Jihočeský kraj,M,70–79,false,178
2011,CZ031,Jihočeský kraj,M,70–79,true,210
2011,CZ032,Plzeňský kraj,Z,70–79,true,289
2011,CZ032,Plzeňský kraj,Z,70–79,false,181
2011,CZ032,Plzeňský kraj,M,70–79,false,119
2011,CZ032,Plzeňský kraj,M,70–79,true,176
2011,CZ041,Karlovarský kraj,Z,70–79,true,199
2011,CZ041,Karlovarský kraj,M,70–79,false,89
2011,CZ041,Karlovarský kraj,M,70–79,true,93
2011,CZ041,Karlovarský kraj,Z,70–79,false,114
2011,CZ042,Ústecký kraj,Z,70–79,false,340
2011,CZ042,Ústecký kraj,M,70–79,false,244
2011,CZ042,Ústecký kraj,M,70–79,true,261
2011,CZ042,Ústecký kraj,Z,70–79,true,572
2011,CZ051,Liberecký kraj,M,70–79,true,114
2011,CZ051,Liberecký kraj,M,70–79,false,151
2011,CZ051,Liberecký kraj,Z,70–79,true,196
2011,CZ051,Liberecký kraj,Z,70–79,false,202
2011,CZ052,Královéhradecký kraj,M,70–79,true,171
2011,CZ052,Královéhradecký kraj,M,70–79,false,163
2011,CZ052,Královéhradecký kraj,Z,70–79,true,320
2011,CZ052,Královéhradecký kraj,Z,70–79,false,227
2011,CZ053,Pardubický kraj,M,70–79,true,240
2011,CZ053,Pardubický kraj,Z,70–79,false,230
2011,CZ053,Pardubický kraj,Z,70–79,true,417
2011,CZ053,Pardubický kraj,M,70–79,false,152
2011,CZ063,Vysočina,M,70–79,true,194
2011,CZ063,Vysočina,Z,70–79,true,415
2011,CZ063,Vysočina,M,70–79,false,162
2011,CZ063,Vysočina,Z,70–79,false,196
2011,CZ064,Jihomoravský kraj,Z,70–79,false,548
2011,CZ064,Jihomoravský kraj,M,70–79,false,390
2011,CZ064,Jihomoravský kraj,Z,70–79,true,776
2011,CZ064,Jihomoravský kraj,M,70–79,true,451
2011,CZ071,Olomoucký kraj,Z,70–79,false,309
2011,CZ071,Olomoucký kraj,Z,70–79,true,410
2011,CZ071,Olomoucký kraj,M,70–79,false,232
2011,CZ071,Olomoucký kraj,M,70–79,true,207
2011,CZ072,Zlínský kraj,Z,70–79,true,489
2011,CZ072,Zlínský kraj,M,70–79,false,214
2011,CZ072,Zlínský kraj,M,70–79,true,244
2011,CZ072,Zlínský kraj,Z,70–79,false,312
2011,CZ080,Moravskoslezský kraj,Z,70–79,false,797
2011,CZ080,Moravskoslezský kraj,M,70–79,false,579
2011,CZ080,Moravskoslezský kraj,Z,70–79,true,623
2011,CZ080,Moravskoslezský kraj,M,70–79,true,327
2011,CZ999,Neznámý,M,70–79,false,227
2011,CZ999,Neznámý,Z,70–79,true,359
2011,CZ999,Neznámý,M,70–79,true,209
2011,CZ999,Neznámý,Z,70–79,false,270
2011,CZ010,Hl. m. Praha,M,80–89,false,638
2011,CZ010,Hl. m. Praha,M,80–89,true,746
2011,CZ010,Hl. m. Praha,Z,80–89,false,1610
2011,CZ010,Hl. m. Praha,Z,80–89,true,1724
2011,CZ020,Středočeský kraj,M,80–89,false,447
2011,CZ020,Středočeský kraj,Z,80–89,false,1222
2011,CZ020,Středočeský kraj,M,80–89,true,404
2011,CZ020,Středočeský kraj,Z,80–89,true,1118
2011,CZ031,Jihočeský kraj,Z,80–89,true,601
2011,CZ031,Jihočeský kraj,Z,80–89,false,645
2011,CZ031,Jihočeský kraj,M,80–89,true,242
2011,CZ031,Jihočeský kraj,M,80–89,false,255
2011,CZ032,Plzeňský kraj,Z,80–89,false,574
2011,CZ032,Plzeňský kraj,Z,80–89,true,546
2011,CZ032,Plzeňský kraj,M,80–89,false,214
2011,CZ032,Plzeňský kraj,M,80–89,true,200
2011,CZ041,Karlovarský kraj,Z,80–89,false,268
2011,CZ041,Karlovarský kraj,M,80–89,false,97
2011,CZ041,Karlovarský kraj,Z,80–89,true,290
2011,CZ041,Karlovarský kraj,M,80–89,true,93
2011,CZ042,Ústecký kraj,Z,80–89,false,737
